,ID_Output,No,Date,WH,SalesOrder,Customer,OrderType,Vehicle,Vendor,LoadingCode,BoardName_x,CodeTOB,Category1,Category2,Unit,Qty_pt,spp_x,Qty_pcs,PcsArea,Qty_sqm,Detail,Remark,ID_BIB,BoardCode,TOB,Thick,Width,Length,spp_y,BoardName_y,BoardStockBase,BaseDate,MarketGroup,Level,BoardType,Invt_out_pcs,Invt_out_sqm,Invt_out_pt,Date2,Month,WeekOfYear,Quarter,Year
2536,220007,485,2024-01-17,G5,PO-Daesan-2401-02,Daesan,Sale,40,Kukdong,XKTP-240117-13,SD-12.5*900*1800,SD125E,KS SD 12.5mm (Lv 1),SD 12.5mm,Pcs,24.0,90.0,2160.0,1.62,,,,4298.0,SD125E,SD,12.5,900.0,1800.0,90.0,SD 12.5X900X1800,19800.0,2024-01-01,Korea,LV_1,SD_Korea,21960.0,35575.200000000004,244.0,2024-01-17,1,3,1,2024
2537,220008,486,2024-01-17,G13,SO2401,H&H,Sale,40,CMI,XKTP-240117-14,FR-15.9*1220*1830,FR159C,FR 15.9mm Lv 1 (1830),FR 15.9mm,Pcs,17.0,50.0,850.0,2.2326,,,,4314.0,FR159C,FR,15.9,1220.0,1830.0,50.0,FR 15.9X1220X1830,1900.0,2024-01-01,Vietnam,LV_1,FR_Viet,2750.0,6139.650000000001,55.0,2024-01-17,1,3,1,2024
2538,220009,487,2024-01-17,G13,SO2401,H&H,Sale,40,CMI,XKTP-240117-15,FR-15.9*1220*1830,FR159C,FR 15.9mm Lv 1 (1830),FR 15.9mm,Pcs,17.0,50.0,850.0,2.2326,,,,4314.0,FR159C,FR,15.9,1220.0,1830.0,50.0,FR 15.9X1220X1830,1900.0,2024-01-01,Vietnam,LV_1,FR_Viet,2750.0,6139.650000000001,55.0,2024-01-17,1,3,1,2024
2539,220010,488,2024-01-17,G14,SO2401,H&H,Sale,40,CMI,XKTP-240117-16,FR-12.7*1220*1830,FR127C,FR 12.7mm Lv 1 (1830) ,FR 12.7mm,Pcs,18.0,60.0,1080.0,2.2326,,,,4313.0,FR127C,FR,12.7,1220.0,1830.0,60.0,FR 12.7X1220X1830,3960.0,2024-01-01,Vietnam,LV_1,FR_Viet,5040.0,11252.304,84.0,2024-01-17,1,3,1,2024
2540,220011,489,2024-01-17,G14,SO2401,H&H,Sale,40,CMI,XKTP-240117-17,FR-12.7*1220*1830,FR127C,FR 12.7mm Lv 1 (1830) ,FR 12.7mm,Pcs,18.0,60.0,1080.0,2.2326,,,,4313.0,FR127C,FR,12.7,1220.0,1830.0,60.0,FR 12.7X1220X1830,3960.0,2024-01-01,Vietnam,LV_1,FR_Viet,5040.0,11252.304,84.0,2024-01-17,1,3,1,2024
2541,220012,490,2024-01-18,G4,PO-Daesan-2401-02,Daesan,Sale,40,Kukdong,XKTP-240118-01,SD-9.5*900*1800,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,,,,4297.0,SD095E,SD,9.5,900.0,1800.0,120.0,SD 9.5X900X1800,74520.0,2024-01-01,Korea,LV_1,SD_Korea,77400.0,125388.00000000001,645.0,2024-01-18,1,3,1,2024
2542,220013,491,2024-01-18,G4,PO-Daesan-2401-02,Daesan,Sale,40,Kukdong,XKTP-240118-02,SD-9.5*900*1800,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,,,,4297.0,SD095E,SD,9.5,900.0,1800.0,120.0,SD 9.5X900X1800,74520.0,2024-01-01,Korea,LV_1,SD_Korea,77400.0,125388.00000000001,645.0,2024-01-18,1,3,1,2024
2543,220014,492,2024-01-18,G4,PO-Daesan-2401-02,Daesan,Sale,40,Kukdong,XKTP-240118-03,SD-9.5*900*1800,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,,,,4297.0,SD095E,SD,9.5,900.0,1800.0,120.0,SD 9.5X900X1800,74520.0,2024-01-01,Korea,LV_1,SD_Korea,77400.0,125388.00000000001,645.0,2024-01-18,1,3,1,2024
2544,220015,493,2024-01-18,G4,PO-Daesan-2401-02,Daesan,Sale,40,Kukdong,XKTP-240118-04,SD-9.5*900*1800,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,,,,4297.0,SD095E,SD,9.5,900.0,1800.0,120.0,SD 9.5X900X1800,74520.0,2024-01-01,Korea,LV_1,SD_Korea,77400.0,125388.00000000001,645.0,2024-01-18,1,3,1,2024
2545,220016,494,2024-01-18,G4,PO-Daesan-2401-02,Daesan,Sale,40,Kukdong,XKTP-240118-05,SD-9.5*900*1800,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,,,,4297.0,SD095E,SD,9.5,900.0,1800.0,120.0,SD 9.5X900X1800,74520.0,2024-01-01,Korea,LV_1,SD_Korea,77400.0,125388.00000000001,645.0,2024-01-18,1,3,1,2024
2546,220017,495,2024-01-18,G4,PO-Daesan-2401-02,Daesan,Sale,40,Kukdong,XKTP-240118-06,SD-9.5*900*1800,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,,,,4297.0,SD095E,SD,9.5,900.0,1800.0,120.0,SD 9.5X900X1800,74520.0,2024-01-01,Korea,LV_1,SD_Korea,77400.0,125388.00000000001,645.0,2024-01-18,1,3,1,2024
2547,220018,496,2024-01-18,G4,PO-Daesan-2401-02,Daesan,Sale,40,Kukdong,XKTP-240118-07,SD-9.5*900*1800,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,,,,4297.0,SD095E,SD,9.5,900.0,1800.0,120.0,SD 9.5X900X1800,74520.0,2024-01-01,Korea,LV_1,SD_Korea,77400.0,125388.00000000001,645.0,2024-01-18,1,3,1,2024
2548,220019,497,2024-01-18,G4,PO-Daesan-2401-02,Daesan,Sale,40,Kukdong,XKTP-240118-08,SD-9.5*900*1800,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,,,,4297.0,SD095E,SD,9.5,900.0,1800.0,120.0,SD 9.5X900X1800,74520.0,2024-01-01,Korea,LV_1,SD_Korea,77400.0,125388.00000000001,645.0,2024-01-18,1,3,1,2024
2549,220020,498,2024-01-18,G4,PO-Daesan-2401-02,Daesan,Sale,40,Kukdong,XKTP-240118-09,SD-9.5*900*1800,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,,,,4297.0,SD095E,SD,9.5,900.0,1800.0,120.0,SD 9.5X900X1800,74520.0,2024-01-01,Korea,LV_1,SD_Korea,77400.0,125388.00000000001,645.0,2024-01-18,1,3,1,2024
2550,220021,499,2024-01-18,G4,PO-Daesan-2401-02,Daesan,Sale,40,Kukdong,XKTP-240118-10,SD-9.5*900*1800,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,,,,4297.0,SD095E,SD,9.5,900.0,1800.0,120.0,SD 9.5X900X1800,74520.0,2024-01-01,Korea,LV_1,SD_Korea,77400.0,125388.00000000001,645.0,2024-01-18,1,3,1,2024
2551,220022,500,2024-01-18,G4,PO-Daesan-2401-02,Daesan,Sale,40,Kukdong,XKTP-240118-11,SD-9.5*900*1800,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,,,,4297.0,SD095E,SD,9.5,900.0,1800.0,120.0,SD 9.5X900X1800,74520.0,2024-01-01,Korea,LV_1,SD_Korea,77400.0,125388.00000000001,645.0,2024-01-18,1,3,1,2024
2552,220023,501,2024-01-18,G4,PO-Daesan-2401-02,Daesan,Sale,40,Kukdong,XKTP-240118-12,SD-9.5*900*1800,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,,,,4297.0,SD095E,SD,9.5,900.0,1800.0,120.0,SD 9.5X900X1800,74520.0,2024-01-01,Korea,LV_1,SD_Korea,77400.0,125388.00000000001,645.0,2024-01-18,1,3,1,2024
2553,220024,502,2024-01-18,G10,PO-Daesan-2401-02,Daesan,Sale,40,Kukdong,XKTP-240118-13,AM-9.5*900*2550,AM095Q,KS AM 9.5x25500x900 (Lv1),AM 9.5mm,Pcs,16.0,120.0,1920.0,2.295,,,,4342.0,AM095Q,AM,9.5,900.0,2550.0,120.0,AM 9.5X900X2550,28560.0,2024-01-01,Korea,LV_1,AM_Korea,30480.0,69951.59999999999,254.0,2024-01-18,1,3,1,2024
2554,220025,503,2024-01-18,G10,PO-Daesan-2401-02,Daesan,Sale,40,Kukdong,XKTP-240118-14,AM-9.5*900*2550,AM095Q,KS AM 9.5x25500x900 (Lv1),AM 9.5mm,Pcs,16.0,120.0,1920.0,2.295,,,,4342.0,AM095Q,AM,9.5,900.0,2550.0,120.0,AM 9.5X900X2550,28560.0,2024-01-01,Korea,LV_1,AM_Korea,30480.0,69951.59999999999,254.0,2024-01-18,1,3,1,2024
2555,220026,504,2024-01-18,G10,PO-Daesan-2401-02,Daesan,Sale,40,Kukdong,XKTP-240118-15,AM-9.5*900*2550,AM095Q,KS AM 9.5x25500x900 (Lv1),AM 9.5mm,Pcs,16.0,120.0,1920.0,2.295,,,,4342.0,AM095Q,AM,9.5,900.0,2550.0,120.0,AM 9.5X900X2550,28560.0,2024-01-01,Korea,LV_1,AM_Korea,30480.0,69951.59999999999,254.0,2024-01-18,1,3,1,2024
2556,220027,505,2024-01-18,G10,PO-Daesan-2401-02,Daesan,Sale,40,Kukdong,XKTP-240118-16,AM-9.5*900*2550,AM095Q,KS AM 9.5x25500x900 (Lv1),AM 9.5mm,Pcs,16.0,120.0,1920.0,2.295,,,,4342.0,AM095Q,AM,9.5,900.0,2550.0,120.0,AM 9.5X900X2550,28560.0,2024-01-01,Korea,LV_1,AM_Korea,30480.0,69951.59999999999,254.0,2024-01-18,1,3,1,2024
2557,220028,506,2024-01-18,G13,SO2401,Lê Trần,Sale,Trailer,,XKTP-240118-17,SD-9*1220*2440,SD090H,Long 9mm (Lv 1) ,SD 9mm Long,Pcs,18.0,100.0,1800.0,2.9768,,,,4305.0,SD090H,SD,9.0,1220.0,2440.0,100.0,SD 9X1220X2440,150.0,2024-01-01,Vietnam,LV_1,SD_Viet,1950.0,5804.76,19.5,2024-01-18,1,3,1,2024
2558,220029,507,2024-01-19,G13,SO2405,Lê Trần,Sale,Trailer,,XKTP-240119-01,SD-9*1220*2440,SD090H,Long 9mm (Lv 1) ,SD 9mm Long,Pcs,20.0,100.0,2000.0,2.9768,,,,4305.0,SD090H,SD,9.0,1220.0,2440.0,100.0,SD 9X1220X2440,150.0,2024-01-01,Vietnam,LV_1,SD_Viet,2150.0,6400.12,21.5,2024-01-19,1,3,1,2024
2559,220030,508,2024-01-19,G10,SO2402,H&H,Sale,Trailer,,XKTP-240119-02,FR-12.7*1220*1830,FR127C,FR 12.7mm Lv 1 (1830) ,FR 12.7mm,Pcs,21.0,60.0,1260.0,2.2326,,,,4313.0,FR127C,FR,12.7,1220.0,1830.0,60.0,FR 12.7X1220X1830,3960.0,2024-01-01,Vietnam,LV_1,FR_Viet,5220.0,11654.172,87.0,2024-01-19,1,3,1,2024
2560,220031,509,2024-01-19,G13,SO2403,Deco Vina,Sale,Truck,,XKTP-240119-03,FR-15.9*1220*1830,FR159C,FR 15.9mm Lv 1 (1830),FR 15.9mm,Pcs,1.0,50.0,50.0,2.2326,,,,4314.0,FR159C,FR,15.9,1220.0,1830.0,50.0,FR 15.9X1220X1830,1900.0,2024-01-01,Vietnam,LV_1,FR_Viet,1950.0,4353.570000000001,39.0,2024-01-19,1,3,1,2024
2561,220032,510,2024-01-19,G12,SO2401,Deco Vina,Sale,40,TMS,XKTP-240119-04,FR-9*1220*2200,FR090K,FR 9mm Lv 1 (2200),FR 9mm,Pcs,15.0,80.0,1200.0,2.684,,,,4318.0,FR090K,FR,9.0,1220.0,2200.0,80.0,FR 9X1220X2200,0.0,2024-01-01,Vietnam,LV_1,FR_Viet,1200.0,3220.8,15.0,2024-01-19,1,3,1,2024
2562,220033,511,2024-01-19,G4,"KR-SPR-PO-2311-004
KR-SPR-PO-2311-005",Soo Pull Rim,Sale,40,Kukdong,XKTP-240119-05,SD-9.5*900*1800,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,,,,4297.0,SD095E,SD,9.5,900.0,1800.0,120.0,SD 9.5X900X1800,74520.0,2024-01-01,Korea,LV_1,SD_Korea,77400.0,125388.00000000001,645.0,2024-01-19,1,3,1,2024
2563,220034,512,2024-01-19,G4,"KR-SPR-PO-2311-004
KR-SPR-PO-2311-005",Soo Pull Rim,Sale,40,Kukdong,XKTP-240119-06,SD-9.5*900*1800,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,,,,4297.0,SD095E,SD,9.5,900.0,1800.0,120.0,SD 9.5X900X1800,74520.0,2024-01-01,Korea,LV_1,SD_Korea,77400.0,125388.00000000001,645.0,2024-01-19,1,3,1,2024
2564,220035,513,2024-01-19,G4,"KR-SPR-PO-2311-004
KR-SPR-PO-2311-005",Soo Pull Rim,Sale,40,Kukdong,XKTP-240119-07,SD-9.5*900*1800,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,,,,4297.0,SD095E,SD,9.5,900.0,1800.0,120.0,SD 9.5X900X1800,74520.0,2024-01-01,Korea,LV_1,SD_Korea,77400.0,125388.00000000001,645.0,2024-01-19,1,3,1,2024
2565,220036,514,2024-01-19,G4,"KR-SPR-PO-2311-004
KR-SPR-PO-2311-005",Soo Pull Rim,Sale,40,Kukdong,XKTP-240119-08,SD-9.5*900*1800,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,,,,4297.0,SD095E,SD,9.5,900.0,1800.0,120.0,SD 9.5X900X1800,74520.0,2024-01-01,Korea,LV_1,SD_Korea,77400.0,125388.00000000001,645.0,2024-01-19,1,3,1,2024
2566,220037,515,2024-01-19,G4,"KR-SPR-PO-2311-004
KR-SPR-PO-2311-005",Soo Pull Rim,Sale,40,Kukdong,XKTP-240119-09,SD-9.5*900*1800,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,,,,4297.0,SD095E,SD,9.5,900.0,1800.0,120.0,SD 9.5X900X1800,74520.0,2024-01-01,Korea,LV_1,SD_Korea,77400.0,125388.00000000001,645.0,2024-01-19,1,3,1,2024
2567,220038,516,2024-01-19,G4,"KR-SPR-PO-2311-004
KR-SPR-PO-2311-005",Soo Pull Rim,Sale,40,Kukdong,XKTP-240119-10,SD-9.5*900*1800,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,,,,4297.0,SD095E,SD,9.5,900.0,1800.0,120.0,SD 9.5X900X1800,74520.0,2024-01-01,Korea,LV_1,SD_Korea,77400.0,125388.00000000001,645.0,2024-01-19,1,3,1,2024
2568,220039,517,2024-01-19,G4,"KR-SPR-PO-2311-004
KR-SPR-PO-2311-005",Soo Pull Rim,Sale,40,Kukdong,XKTP-240119-11,SD-9.5*900*1800,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,,,,4297.0,SD095E,SD,9.5,900.0,1800.0,120.0,SD 9.5X900X1800,74520.0,2024-01-01,Korea,LV_1,SD_Korea,77400.0,125388.00000000001,645.0,2024-01-19,1,3,1,2024
2569,220040,518,2024-01-19,G4,"KR-SPR-PO-2311-004
KR-SPR-PO-2311-005",Soo Pull Rim,Sale,40,Kukdong,XKTP-240119-12,SD-9.5*900*1800,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,,,,4297.0,SD095E,SD,9.5,900.0,1800.0,120.0,SD 9.5X900X1800,74520.0,2024-01-01,Korea,LV_1,SD_Korea,77400.0,125388.00000000001,645.0,2024-01-19,1,3,1,2024
2570,220041,519,2024-01-19,G4,"KR-SPR-PO-2311-004
KR-SPR-PO-2311-005",Soo Pull Rim,Sale,40,Kukdong,XKTP-240119-13,SD-9.5*900*1800,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,,,,4297.0,SD095E,SD,9.5,900.0,1800.0,120.0,SD 9.5X900X1800,74520.0,2024-01-01,Korea,LV_1,SD_Korea,77400.0,125388.00000000001,645.0,2024-01-19,1,3,1,2024
2571,220042,520,2024-01-19,G4,"KR-SPR-PO-2311-004
KR-SPR-PO-2311-005",Soo Pull Rim,Sale,40,Kukdong,XKTP-240119-14,SD-9.5*900*1800,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,18.0,120.0,2160.0,1.62,,,,4297.0,SD095E,SD,9.5,900.0,1800.0,120.0,SD 9.5X900X1800,74520.0,2024-01-01,Korea,LV_1,SD_Korea,76680.0,124221.6,639.0,2024-01-19,1,3,1,2024
2572,220043,521,2024-01-19,G9,"KR-SPR-PO-2311-004
KR-SPR-PO-2311-005",Soo Pull Rim,Sale,,,XKTP-240119-14,MR-9.5*900*1800,MR095E,KS MR 9.5mm (Lv 1),MR 9.5mm,Pcs,6.0,120.0,720.0,1.62,,,,4300.0,MR095E,MR,9.5,900.0,1800.0,120.0,MR 9.5X900X1800,18960.0,2024-01-01,Korea,LV_1,MR_Korea,19680.0,31881.600000000002,164.0,2024-01-19,1,3,1,2024
2573,220044,522,2024-01-22,G5,PO-DYMS-2311-02,Dongyeung,Sale,40,Kukdong,XKTP-240120-01,SD-9.5*900*1800,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,,,,4297.0,SD095E,SD,9.5,900.0,1800.0,120.0,SD 9.5X900X1800,74520.0,2024-01-01,Korea,LV_1,SD_Korea,77400.0,125388.00000000001,645.0,2024-01-22,1,4,1,2024
2574,220045,523,2024-01-22,G5,PO-DYMS-2311-02,Dongyeung,Sale,40,Kukdong,XKTP-240120-02,SD-9.5*900*1800,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,,,,4297.0,SD095E,SD,9.5,900.0,1800.0,120.0,SD 9.5X900X1800,74520.0,2024-01-01,Korea,LV_1,SD_Korea,77400.0,125388.00000000001,645.0,2024-01-22,1,4,1,2024
2575,220046,524,2024-01-22,G5,PO-DYMS-2311-02,Dongyeung,Sale,40,Kukdong,XKTP-240120-03,SD-9.5*900*1800,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,,,,4297.0,SD095E,SD,9.5,900.0,1800.0,120.0,SD 9.5X900X1800,74520.0,2024-01-01,Korea,LV_1,SD_Korea,77400.0,125388.00000000001,645.0,2024-01-22,1,4,1,2024
2576,220047,525,2024-01-22,G5,PO-DYMS-2311-02,Dongyeung,Sale,40,Kukdong,XKTP-240120-04,SD-9.5*900*1800,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,,,,4297.0,SD095E,SD,9.5,900.0,1800.0,120.0,SD 9.5X900X1800,74520.0,2024-01-01,Korea,LV_1,SD_Korea,77400.0,125388.00000000001,645.0,2024-01-22,1,4,1,2024
2577,220048,526,2024-01-22,G5,PO-DYMS-2311-02,Dongyeung,Sale,40,Kukdong,XKTP-240120-05,SD-9.5*900*1800,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,,,,4297.0,SD095E,SD,9.5,900.0,1800.0,120.0,SD 9.5X900X1800,74520.0,2024-01-01,Korea,LV_1,SD_Korea,77400.0,125388.00000000001,645.0,2024-01-22,1,4,1,2024
2578,220049,527,2024-01-22,G5,PO-Daesan-2401-03,Daesan,Sale,40,Kukdong,XKTP-240120-06,AM-9.5*900*2550,AM095Q,KS AM 9.5x25500x900 (Lv1),AM 9.5mm,Pcs,16.0,120.0,1920.0,2.295,,,,4342.0,AM095Q,AM,9.5,900.0,2550.0,120.0,AM 9.5X900X2550,28560.0,2024-01-01,Korea,LV_1,AM_Korea,30480.0,69951.59999999999,254.0,2024-01-22,1,4,1,2024
2579,220050,528,2024-01-22,G5,PO-Daesan-2401-03,Daesan,Sale,40,Kukdong,XKTP-240120-07,AM-9.5*900*2550,AM095Q,KS AM 9.5x25500x900 (Lv1),AM 9.5mm,Pcs,16.0,120.0,1920.0,2.295,,,,4342.0,AM095Q,AM,9.5,900.0,2550.0,120.0,AM 9.5X900X2550,28560.0,2024-01-01,Korea,LV_1,AM_Korea,30480.0,69951.59999999999,254.0,2024-01-22,1,4,1,2024
2580,220051,529,2024-01-22,G5,PO-Daesan-2401-03,Daesan,Sale,40,Kukdong,XKTP-240120-08,AM-9.5*900*2780,AM095P,KS AM 9.5x2780x900 (Lv1),AM 9.5mm,Pcs,16.0,120.0,1920.0,2.502,,,,4338.0,AM095P,AM,9.5,900.0,2780.0,120.0,AM 9.5X900X2780,27120.0,2024-01-01,Korea,LV_1,AM_Korea,29040.0,72658.07999999999,242.0,2024-01-22,1,4,1,2024
2581,220052,530,2024-01-22,G5,PO-Daesan-2401-03,Daesan,Sale,40,Kukdong,XKTP-240120-09,AM-9.5*900*2780,AM095P,KS AM 9.5x2780x900 (Lv1),AM 9.5mm,Pcs,16.0,120.0,1920.0,2.502,,,,4338.0,AM095P,AM,9.5,900.0,2780.0,120.0,AM 9.5X900X2780,27120.0,2024-01-01,Korea,LV_1,AM_Korea,29040.0,72658.07999999999,242.0,2024-01-22,1,4,1,2024
2582,220053,531,2024-01-22,G5,PO-Daesan-2401-03,Daesan,Sale,40,Kukdong,XKTP-240120-10,AM-9.5*900*2780,AM095P,KS AM 9.5x2780x900 (Lv1),AM 9.5mm,Pcs,16.0,120.0,1920.0,2.502,,,,4338.0,AM095P,AM,9.5,900.0,2780.0,120.0,AM 9.5X900X2780,27120.0,2024-01-01,Korea,LV_1,AM_Korea,29040.0,72658.07999999999,242.0,2024-01-22,1,4,1,2024
2583,220054,532,2024-01-22,G5,PO-Daesan-2401-03,Daesan,Sale,40,Kukdong,XKTP-240120-11,AM-9.5*900*2780,AM095P,KS AM 9.5x2780x900 (Lv1),AM 9.5mm,Pcs,16.0,120.0,1920.0,2.502,,,,4338.0,AM095P,AM,9.5,900.0,2780.0,120.0,AM 9.5X900X2780,27120.0,2024-01-01,Korea,LV_1,AM_Korea,29040.0,72658.07999999999,242.0,2024-01-22,1,4,1,2024
2584,220055,533,2024-01-22,G13,SO24003,Đăng Hưng,Sale,Trailer,,XKTP-240120-12,SD-9*1220*2440,SD090H,Long 9mm (Lv 1) ,SD 9mm Long,Pcs,16.0,100.0,1600.0,2.9768,,,,4305.0,SD090H,SD,9.0,1220.0,2440.0,100.0,SD 9X1220X2440,150.0,2024-01-01,Vietnam,LV_1,SD_Viet,1750.0,5209.4,17.5,2024-01-22,1,4,1,2024
2585,220056,534,2024-01-22,G14,SO24003,Đăng Hưng,Sale,,,XKTP-240120-12,SD-12.7*1220*1830,SD127C,SD 12.7mm (Lv 1) ,SD 12.7mm,Pcs,3.0,80.0,240.0,2.2326,,,,4308.0,SD127C,SD,12.7,1220.0,1830.0,80.0,SD 12.7X1220X1830,40320.0,2024-01-01,Vietnam,LV_1,SD_Viet,40560.0,90554.25600000001,507.0,2024-01-22,1,4,1,2024
2586,220057,535,2024-01-23,G13,SO2406,Lê Trần,Sale,Trailer,,XKTP-240123-01,SDA-9*1220*2440,SDA090H,Long 9mm (Lv 2) ,SDA 9mm Long,Pcs,20.0,100.0,2000.0,2.9768,,,,4324.0,SDA090H,SDA,9.0,1220.0,2440.0,100.0,SDA 9X1220X2440,0.0,2024-01-01,Vietnam,LV_2,SD_Viet,2000.0,5953.599999999999,20.0,2024-01-23,1,4,1,2024
2587,220058,536,2024-01-23,G9,PO-Daesan-2401-03,Daesan,Sale,40,Kukdong,XKTP-240123-02,SD-9.5*900*1800,SD095E,KS SD 9.5mm (Lv 1),SD 9.5mm,Pcs,24.0,120.0,2880.0,1.62,,,,4297.0,SD095E,SD,9.5,900.0,1800.0,120.0,SD 9.5X900X1800,74520.0,2024-01-01,Korea,LV_1,SD_Korea,77400.0,125388.00000000001,645.0,2024-01-23,1,4,1,2024
